Gender,Education_Level,Years_of_Experience,Country,Race,Job_Title,Salary
0,3,7.0,1,1,17,185000.0
1,0,9.0,1,1,15,195000.0
0,0,5.0,1,0,173,160000.0
1,0,3.0,4,0,15,130000.0
0,2,6.0,0,0,17,180000.0
1,0,8.0,4,0,173,190000.0
0,2,11.0,4,4,103,198000.0
1,0,1.0,0,0,15,90000.0
1,0,4.0,3,4,173,140000.0
0,0,2.0,0,4,15,110000.0
0,3,7.0,3,3,17,185000.0
1,0,9.0,3,4,15,195000.0
0,0,5.0,2,0,173,160000.0
1,0,3.0,2,0,15,130000.0
0,2,6.0,0,0,17,180000.0
1,0,8.0,3,4,173,190000.0
0,2,11.0,2,0,103,198000.0
1,0,1.0,2,0,15,90000.0
1,0,4.0,1,0,173,140000.0
0,0,2.0,1,4,15,110000.0
0,3,7.0,1,0,17,185000.0
1,0,9.0,4,4,15,195000.0
0,0,5.0,3,0,173,160000.0
1,0,3.0,1,0,15,130000.0
0,2,6.0,0,4,17,180000.0
1,0,8.0,3,0,173,190000.0
0,2,11.0,2,0,103,198000.0
1,0,1.0,2,4,15,90000.0
1,0,4.0,2,0,173,140000.0
0,0,2.0,0,0,15,110000.0
0,3,7.0,2,0,17,185000.0
1,0,9.0,1,4,15,195000.0
0,0,5.0,4,4,173,160000.0
1,0,3.0,1,1,15,130000.0
0,2,6.0,1,1,17,180000.0
1,0,8.0,1,4,173,190000.0
0,2,11.0,4,4,103,198000.0
1,0,1.0,0,4,15,90000.0
1,0,4.0,2,0,173,140000.0
0,0,2.0,4,0,15,110000.0
0,3,7.0,3,0,17,185000.0
1,0,9.0,4,2,15,195000.0
0,0,5.0,4,1,173,160000.0
1,0,3.0,0,4,15,130000.0
0,2,6.0,4,1,17,180000.0
1,0,8.0,0,0,173,190000.0
0,2,11.0,3,4,103,198000.0
1,0,1.0,3,4,15,90000.0
1,0,4.0,2,0,173,140000.0
0,0,2.0,3,4,15,110000.0
0,3,7.0,0,4,17,185000.0
1,0,9.0,0,4,15,195000.0
0,0,5.0,0,0,173,160000.0
1,0,3.0,4,4,15,130000.0
0,2,6.0,4,1,17,180000.0
1,0,8.0,3,0,173,190000.0
0,2,11.0,1,1,103,198000.0
1,0,1.0,2,0,15,90000.0
1,0,4.0,1,4,173,140000.0
0,0,2.0,4,0,15,110000.0
0,3,7.0,3,4,17,185000.0
1,0,9.0,1,4,15,195000.0
0,0,5.0,3,3,173,160000.0
1,0,3.0,2,4,15,130000.0
0,2,6.0,0,4,17,180000.0
1,0,8.0,3,3,173,190000.0
0,2,11.0,4,0,103,198000.0
1,0,1.0,2,0,15,90000.0
1,0,4.0,3,3,173,140000.0
0,0,2.0,4,1,15,110000.0
0,3,7.0,2,0,17,185000.0
1,0,9.0,4,2,15,195000.0
0,0,5.0,3,4,173,160000.0
1,0,3.0,0,0,15,135000.0
1,0,8.0,2,4,173,190000.0
0,2,6.0,3,4,17,180000.0
1,0,5.0,3,0,15,160000.0
1,0,1.0,0,4,15,95000.0
0,2,11.0,0,4,103,196000.0
1,0,4.0,3,3,173,140000.0
1,0,3.0,4,1,15,130000.0
0,3,7.0,3,3,17,185000.0
1,0,9.0,4,4,15,195000.0
0,0,5.0,3,4,173,160000.0
0,0,3.0,1,0,15,130000.0
1,3,7.0,0,0,17,185000.0
0,0,4.0,1,1,103,150000.0
1,0,1.0,3,0,15,90000.0
1,2,11.0,4,1,103,198000.0
1,0,2.0,4,4,15,115000.0
1,0,5.0,2,0,173,165000.0
1,0,3.0,4,0,15,130000.0
0,2,6.0,1,0,17,180000.0
1,0,8.0,3,0,173,190000.0
0,2,11.0,4,2,103,198000.0
1,0,4.0,2,4,173,140000.0
0,2,6.0,0,0,17,180000.0
1,0,5.0,2,4,15,160000.0
1,0,1.0,2,4,15,92000.0
0,0,5.0,2,4,173,160000.0
1,0,3.0,0,4,15,130000.0
1,0,8.0,2,4,173,190000.0
0,2,11.0,0,0,103,198000.0
1,0,2.0,4,2,15,110000.0
0,3,7.0,3,4,17,185000.0
1,0,4.0,2,0,173,140000.0
0,2,12.0,3,0,103,196000.0
1,0,9.0,0,0,15,195000.0
0,0,5.0,2,0,173,160000.0
1,0,3.0,2,0,15,130000.0
0,2,6.0,3,0,17,180000.0
1,0,8.0,2,0,173,190000.0
0,2,11.0,2,0,103,198000.0
1,0,1.0,2,0,15,90000.0
1,0,4.0,4,1,173,140000.0
0,0,2.0,4,0,15,110000.0
0,3,7.0,3,3,17,185000.0
1,0,9.0,3,3,15,195000.0
0,0,5.0,4,0,173,160000.0
1,0,3.0,3,4,15,130000.0
0,2,6.0,3,4,17,180000.0
1,0,8.0,0,4,173,190000.0
0,2,11.0,2,0,103,198000.0
1,0,1.0,4,2,15,90000.0
1,0,4.0,0,0,173,140000.0
0,0,2.0,3,4,15,110000.0
0,3,7.0,3,4,17,185000.0
1,0,9.0,0,0,15,195000.0
0,0,5.0,0,4,173,160000.0
1,0,3.0,2,4,15,130000.0
0,2,6.0,0,0,17,180000.0
1,0,8.0,1,4,173,190000.0
0,2,11.0,4,1,103,198000.0
1,0,1.0,2,0,15,90000.0
1,0,4.0,4,2,173,140000.0
0,0,2.0,3,0,15,110000.0
0,3,7.0,1,0,17,185000.0
1,0,9.0,0,4,15,195000.0
0,0,5.0,2,0,173,160000.0
1,0,3.0,3,4,15,130000.0
0,2,6.0,4,4,17,180000.0
1,0,8.0,3,0,173,190000.0
0,2,11.0,2,4,103,198000.0
1,0,1.0,2,4,15,90000.0
1,0,4.0,1,0,173,140000.0
0,0,2.0,1,1,15,110000.0
0,3,7.0,1,0,17,185000.0
1,0,9.0,1,4,15,195000.0
0,0,5.0,4,4,173,160000.0
1,0,3.0,0,4,15,130000.0
0,2,6.0,0,4,17,180000.0
1,0,8.0,4,4,173,190000.0
0,2,11.0,2,0,103,198000.0
1,0,1.0,0,0,15,90000.0
1,0,4.0,2,0,173,140000.0
0,0,2.0,2,0,15,110000.0
0,3,7.0,3,3,17,185000.0
1,0,9.0,4,4,15,195000.0
0,0,5.0,3,3,173,160000.0
1,0,3.0,3,0,15,130000.0
0,2,6.0,0,4,17,180000.0
1,0,8.0,2,0,173,190000.0
0,2,11.0,4,2,103,198000.0
1,0,1.0,3,3,15,90000.0
1,0,4.0,0,4,173,140000.0
0,0,2.0,1,0,15,110000.0
0,3,7.0,1,0,17,185000.0
1,0,9.0,4,1,15,195000.0
0,0,5.0,4,0,173,160000.0
1,0,3.0,2,4,15,130000.0
0,2,6.0,1,4,17,180000.0
1,0,8.0,4,2,173,190000.0
0,2,11.0,1,1,103,198000.0
1,0,1.0,0,0,15,90000.0
1,0,4.0,3,4,173,140000.0
0,0,2.0,0,4,15,110000.0
0,3,7.0,1,0,17,185000.0
1,0,9.0,2,0,15,195000.0
0,0,5.0,1,0,173,160000.0
1,0,3.0,1,4,15,130000.0
0,2,6.0,1,0,17,180000.0
1,0,8.0,0,4,173,190000.0
0,2,11.0,1,1,103,198000.0
1,0,1.0,1,4,15,90000.0
1,0,4.0,3,4,173,140000.0
0,0,2.0,0,0,15,110000.0
0,3,7.0,3,0,17,185000.0
1,0,9.0,3,4,15,195000.0
0,0,5.0,1,1,173,160000.0
1,0,3.0,0,4,15,130000.0
0,2,6.0,4,2,17,180000.0
1,0,8.0,1,0,173,190000.0
0,2,11.0,1,4,103,198000.0
1,0,1.0,2,0,15,90000.0
1,0,4.0,3,3,173,140000.0
0,0,2.0,2,4,15,110000.0
0,3,7.0,4,0,17,185000.0
1,0,9.0,3,0,15,195000.0
0,0,5.0,3,0,173,160000.0
1,0,3.0,1,1,15,130000.0
0,2,6.0,4,4,17,180000.0
1,0,8.0,4,4,173,190000.0
0,2,11.0,1,4,103,198000.0
1,0,1.0,0,0,15,90000.0
1,0,4.0,4,2,173,140000.0
0,0,2.0,3,3,15,110000.0
0,3,7.0,4,4,17,185000.0
1,0,5.0,4,2,15,135000.0
0,2,3.0,1,0,17,180000.0
1,0,12.0,0,4,173,195000.0
0,0,8.0,4,0,103,165000.0
1,2,15.0,4,4,17,198000.0
0,0,4.0,4,2,173,150000.0
1,0,9.0,0,0,15,162000.0
1,2,6.0,2,0,17,175000.0
0,0,13.0,4,4,173,197000.0
1,0,7.0,4,4,15,142000.0
0,2,4.0,0,4,17,182000.0
1,0,11.0,2,0,173,185000.0
0,0,8.0,0,0,103,170000.0
1,0,4.0,0,0,173,160000.0
1,0,8.0,0,4,17,180000.0
0,2,6.0,4,0,15,150000.0
1,0,5.0,1,4,15,140000.0
1,0,2.0,2,0,15,100000.0
0,2,11.0,3,3,103,190000.0
1,0,4.0,2,4,173,160000.0
1,0,3.0,3,0,15,120000.0
0,3,7.0,4,0,17,170000.0
1,0,9.0,1,4,15,190000.0
0,0,5.0,0,4,173,150000.0
0,0,3.0,3,3,15,120000.0
1,3,7.0,1,1,17,170000.0
0,0,4.0,2,0,103,130000.0
1,0,2.0,1,1,15,95000.0
1,2,11.0,4,4,103,195000.0
1,0,2.0,4,0,15,100000.0
1,0,5.0,3,3,173,150000.0
1,0,3.0,0,4,15,120000.0
0,2,6.0,4,4,17,150000.0
1,0,8.0,0,4,17,180000.0
0,2,11.0,0,4,103,195000.0
1,0,4.0,3,3,173,160000.0
0,2,6.0,1,1,17,170000.0
1,0,5.0,2,4,15,140000.0
1,0,2.0,4,1,15,95000.0
0,0,5.0,1,0,173,150000.0
1,0,3.0,4,4,15,120000.0
1,0,8.0,4,4,173,180000.0
0,2,11.0,0,4,103,195000.0
1,0,2.0,2,4,15,100000.0
0,3,7.0,3,0,17,170000.0
1,0,4.0,4,4,173,160000.0
0,2,12.0,4,4,103,190000.0
1,0,9.0,2,4,15,190000.0
0,0,5.0,1,4,173,150000.0
1,0,3.0,3,4,15,120000.0
0,2,6.0,1,4,17,150000.0
1,0,8.0,2,4,173,180000.0
0,2,11.0,4,4,103,195000.0
1,0,2.0,1,0,15,95000.0
1,0,4.0,1,0,173,160000.0
0,0,2.0,4,4,15,100000.0
0,3,7.0,3,4,17,170000.0
1,0,9.0,0,0,15,190000.0
0,0,5.0,1,4,173,150000.0
1,0,3.0,0,4,15,120000.0
0,2,6.0,3,4,17,150000.0
1,0,8.0,0,4,173,180000.0
0,2,11.0,2,0,103,195000.0
1,0,2.0,1,0,15,95000.0
1,0,4.0,0,4,173,160000.0
0,0,2.0,4,1,15,100000.0
0,3,7.0,3,4,17,170000.0
1,0,9.0,2,0,15,190000.0
0,0,5.0,1,4,173,150000.0
1,0,3.0,3,4,15,120000.0
0,2,6.0,0,4,17,150000.0
1,0,8.0,2,0,173,180000.0
0,2,11.0,2,4,103,195000.0
1,0,2.0,0,4,15,95000.0
1,0,4.0,3,3,173,160000.0
0,0,2.0,3,4,15,100000.0
0,3,7.0,1,4,17,170000.0
1,0,9.0,3,0,15,190000.0
0,0,5.0,3,0,173,150000.0
1,0,3.0,2,0,15,120000.0
0,2,6.0,3,4,17,150000.0
1,0,8.0,0,4,173,180000.0
0,2,11.0,1,1,103,195000.0
1,0,2.0,3,4,15,95000.0
1,0,4.0,2,0,173,160000.0
0,0,2.0,4,4,15,100000.0
0,3,7.0,1,0,17,170000.0
1,0,9.0,4,2,15,190000.0
0,0,5.0,1,0,173,150000.0
1,0,3.0,0,4,15,120000.0
0,2,6.0,4,4,17,150000.0
1,0,8.0,4,0,173,180000.0
0,2,11.0,0,0,103,195000.0
1,0,2.0,1,0,15,95000.0
1,0,4.0,1,4,173,160000.0
0,0,2.0,2,4,15,100000.0
0,3,7.0,0,4,17,170000.0
1,0,9.0,4,4,15,190000.0
0,0,5.0,1,1,173,150000.0
1,0,3.0,2,0,15,120000.0
0,2,6.0,1,0,17,150000.0
1,0,8.0,0,0,173,180000.0
0,2,11.0,3,4,103,195000.0
1,0,2.0,1,1,15,95000.0
1,0,4.0,4,0,173,160000.0
0,0,2.0,2,0,15,100000.0
0,3,7.0,1,1,17,170000.0
1,0,9.0,1,1,15,190000.0
0,0,5.0,0,4,173,150000.0
1,0,3.0,3,0,15,120000.0
0,2,6.0,3,4,17,150000.0
1,0,8.0,3,0,173,180000.0
0,2,11.0,0,4,103,195000.0
1,0,2.0,1,4,15,95000.0
1,0,4.0,1,0,173,160000.0
0,0,2.0,1,0,15,100000.0
0,3,7.0,0,0,17,170000.0
1,0,9.0,4,0,15,190000.0
0,0,5.0,4,2,173,150000.0
1,0,3.0,3,4,15,120000.0
0,2,6.0,0,0,17,150000.0
1,0,8.0,4,0,173,180000.0
0,2,11.0,2,4,103,195000.0
1,0,2.0,4,4,15,95000.0
1,0,4.0,0,0,173,160000.0
0,0,2.0,0,0,15,100000.0
0,3,7.0,2,0,17,170000.0
1,0,9.0,1,4,15,190000.0
0,0,5.0,1,4,173,150000.0
1,0,3.0,3,4,15,120000.0
0,2,6.0,1,1,17,150000.0
1,0,8.0,4,2,173,180000.0
0,2,11.0,4,1,103,195000.0
1,0,2.0,2,4,15,95000.0
1,0,4.0,1,1,173,160000.0
0,0,2.0,1,0,15,100000.0
0,3,7.0,4,1,17,170000.0
1,0,9.0,3,4,15,190000.0
0,0,5.0,1,1,173,150000.0
1,0,3.0,3,4,15,120000.0
0,2,6.0,0,4,17,150000.0
1,0,8.0,0,4,173,180000.0
0,2,11.0,2,4,103,195000.0
1,0,2.0,1,0,15,95000.0
1,0,4.0,4,0,173,160000.0
0,0,2.0,2,4,15,100000.0
0,3,7.0,0,4,17,170000.0
1,0,7.0,1,1,173,180000.0
0,0,5.0,1,4,15,120000.0
1,2,10.0,1,4,17,195000.0
1,0,4.0,1,4,173,160000.0
0,0,3.0,4,0,15,100000.0
1,0,8.0,2,0,103,190000.0
1,2,6.0,1,1,173,170000.0
0,0,9.0,2,0,17,185000.0
1,0,7.0,0,4,15,130000.0
0,0,12.0,3,4,103,190000.0
1,0,5.0,2,0,173,150000.0
0,2,6.0,4,0,17,150000.0
1,3,14.0,4,2,103,195000.0
1,0,3.0,3,0,15,110000.0
0,0,8.0,2,0,173,180000.0
1,2,9.0,0,4,17,185000.0
0,0,7.0,2,0,15,130000.0
1,0,10.0,4,2,173,190000.0
0,2,6.0,0,4,17,155000.0
1,0,12.0,3,4,173,195000.0
0,0,2.0,3,0,15,90000.0
1,0,8.0,4,2,103,185000.0
0,0,6.0,3,4,15,120000.0
1,0,9.0,0,0,173,180000.0
0,0,3.0,1,1,15,100000.0
1,2,10.0,0,4,17,195000.0
1,0,4.0,1,4,173,160000.0
0,0,5.0,4,0,15,125000.0
1,2,6.0,3,0,173,170000.0
0,0,9.0,2,0,17,185000.0
1,0,7.0,1,4,15,130000.0
0,0,12.0,2,4,103,190000.0
1,0,5.0,3,0,173,150000.0
0,2,6.0,3,0,17,150000.0
1,3,14.0,2,0,103,195000.0
1,0,3.0,0,4,15,110000.0
0,0,8.0,4,2,173,180000.0
1,2,9.0,2,4,17,185000.0
0,0,7.0,4,0,15,130000.0
1,0,10.0,2,0,173,190000.0
0,2,6.0,2,0,17,155000.0
1,0,12.0,3,4,173,195000.0
0,0,2.0,4,0,15,90000.0
1,0,8.0,0,4,103,185000.0
0,0,6.0,0,4,15,120000.0
1,0,9.0,2,0,173,180000.0
0,0,3.0,4,4,15,100000.0
1,2,10.0,0,0,17,195000.0
1,0,4.0,0,4,173,160000.0
0,0,5.0,0,4,15,125000.0
1,2,6.0,0,4,173,170000.0
0,0,9.0,0,4,17,185000.0
1,0,7.0,0,0,15,130000.0
0,0,12.0,3,3,103,190000.0
1,0,5.0,1,4,173,150000.0
0,2,6.0,2,0,17,150000.0
1,3,14.0,0,4,103,195000.0
1,0,3.0,0,4,15,110000.0
0,0,8.0,2,0,173,180000.0
1,2,9.0,3,4,17,185000.0
0,0,7.0,2,0,15,130000.0
1,0,10.0,2,0,173,190000.0
0,2,6.0,2,0,17,155000.0
1,0,12.0,1,0,173,195000.0
0,0,2.0,0,4,15,90000.0
1,0,8.0,1,0,103,185000.0
0,0,6.0,1,1,15,120000.0
1,0,9.0,3,0,173,180000.0
0,0,3.0,3,0,15,100000.0
1,2,10.0,0,4,17,195000.0
1,0,4.0,1,4,173,160000.0
0,0,5.0,2,0,15,125000.0
1,2,6.0,1,4,173,170000.0
0,0,9.0,4,2,17,185000.0
1,0,7.0,0,0,15,130000.0
0,0,12.0,2,4,103,190000.0
1,0,5.0,4,0,173,150000.0
0,2,6.0,1,4,17,150000.0
1,3,14.0,0,0,103,195000.0
1,0,3.0,0,4,15,110000.0
0,0,8.0,3,0,173,180000.0
1,2,9.0,2,4,17,185000.0
0,0,7.0,1,1,15,130000.0
1,0,10.0,1,1,173,190000.0
0,2,6.0,3,4,17,155000.0
1,0,12.0,4,1,173,195000.0
0,0,2.0,1,1,15,90000.0
1,0,8.0,0,0,103,185000.0
0,0,6.0,3,0,15,120000.0
1,0,9.0,4,0,173,180000.0
0,0,3.0,3,4,15,100000.0
1,2,10.0,4,0,17,195000.0
1,0,4.0,4,2,173,160000.0
0,0,5.0,4,2,15,125000.0
1,2,6.0,1,4,173,170000.0
0,0,9.0,1,4,17,185000.0
1,0,7.0,1,4,15,130000.0
0,0,12.0,4,0,103,190000.0
1,0,5.0,0,0,173,150000.0
0,2,6.0,1,0,17,150000.0
1,3,14.0,4,1,103,195000.0
1,0,3.0,3,3,15,110000.0
0,0,8.0,2,0,173,180000.0
1,2,9.0,0,0,17,185000.0
0,0,7.0,0,4,15,130000.0
1,0,10.0,3,3,173,190000.0
0,2,6.0,0,4,17,155000.0
1,0,12.0,0,4,173,195000.0
0,0,2.0,3,4,15,90000.0
1,0,8.0,1,1,103,185000.0
1,0,7.0,4,0,165,175000.0
1,3,18.0,0,4,174,190000.0
0,2,5.0,2,4,3,110000.0
1,3,16.0,1,0,155,195000.0
0,2,3.0,3,3,41,100000.0
1,0,1.0,2,0,40,60000.0
1,2,8.0,0,4,165,155000.0
0,3,12.0,3,3,41,175000.0
0,2,13.0,3,4,155,180000.0
1,0,4.0,3,4,3,95000.0
1,3,20.0,3,4,174,200000.0
1,2,11.0,0,4,165,165000.0
1,2,9.0,3,4,155,145000.0
1,3,19.0,0,4,174,195000.0
0,0,2.0,4,0,40,75000.0
0,2,3.0,1,1,3,90000.0
0,2,9.0,3,0,165,155000.0
1,0,5.0,0,4,41,115000.0
0,2,12.0,1,1,165,170000.0
0,3,16.0,3,4,174,190000.0
1,0,4.0,4,4,155,115000.0
1,3,14.0,2,4,41,180000.0
1,3,18.0,2,4,174,195000.0
1,2,7.0,2,4,165,140000.0
1,3,19.0,3,4,174,200000.0
0,2,2.0,1,4,3,70000.0
0,2,11.0,1,0,155,170000.0
0,3,14.0,1,0,174,185000.0
0,2,8.0,2,0,41,140000.0
1,3,15.0,1,1,174,185000.0
1,3,15.0,0,4,155,185000.0
1,3,15.0,4,0,174,180000.0
1,3,14.0,2,0,165,175000.0
1,0,2.0,1,4,40,70000.0
0,0,1.0,1,4,3,60000.0
1,3,20.0,2,0,174,200000.0
1,3,14.0,0,4,165,170000.0
0,2,11.0,1,1,155,165000.0
1,0,1.0,0,0,41,55000.0
1,3,17.0,4,1,174,190000.0
0,2,3.0,2,0,3,90000.0
0,0,5.0,3,4,40,105000.0
1,2,6.0,2,0,41,130000.0
0,3,16.0,0,0,174,185000.0
0,2,1.0,1,0,3,60000.0
1,3,17.0,2,4,174,195000.0
1,0,1.0,4,0,40,60000.0
1,2,8.0,3,3,165,150000.0
0,3,13.0,4,1,155,180000.0
0,2,12.0,1,1,165,170000.0
1,2,6.0,1,4,3,125000.0
1,3,15.0,2,4,174,185000.0
1,0,3.0,3,4,41,90000.0
1,0,3.0,3,3,40,80000.0
0,0,3.0,0,4,3,85000.0
1,3,16.0,3,4,155,190000.0
0,2,11.0,1,4,174,160000.0
1,3,19.0,3,3,174,200000.0
1,3,17.0,1,0,174,195000.0
1,3,18.0,0,4,174,195000.0
0,3,14.0,0,4,174,190000.0
0,2,3.0,4,1,41,95000.0
1,0,1.0,3,0,3,55000.0
1,3,13.0,1,4,165,185000.0
0,2,5.0,1,1,41,120000.0
1,3,16.0,2,0,174,195000.0
1,3,14.0,2,4,174,175000.0
0,2,2.0,2,4,3,75000.0
1,3,17.0,3,4,174,200000.0
0,2,12.0,1,0,165,160000.0
1,3,12.0,4,2,174,175000.0
1,0,2.0,2,0,40,70000.0
1,3,15.0,3,4,165,180000.0
0,0,1.0,3,4,3,60000.0
1,3,16.0,0,4,155,190000.0
1,0,5.0,0,4,41,120000.0
1,3,20.0,4,2,174,200000.0
1,3,14.0,0,0,155,185000.0
0,3,16.0,1,0,174,190000.0
1,3,18.0,0,4,174,195000.0
0,3,14.0,2,4,165,170000.0
1,0,1.0,0,4,40,55000.0
1,2,6.0,2,0,3,130000.0
1,3,14.0,2,0,174,180000.0
1,3,14.0,0,4,155,185000.0
1,0,1.0,2,0,40,55000.0
1,2,9.0,1,4,165,145000.0
0,2,12.0,2,4,155,170000.0
1,3,17.0,3,3,174,195000.0
0,2,10.0,0,0,3,155000.0
1,2,6.0,4,2,41,125000.0
0,3,14.0,2,0,174,180000.0
1,0,4.0,2,0,3,95000.0
0,2,11.0,1,4,165,170000.0
0,2,3.0,4,0,41,100000.0
1,3,14.0,2,0,155,175000.0
1,0,3.0,3,3,40,80000.0
1,3,18.0,1,1,174,195000.0
1,2,10.0,1,1,165,155000.0
1,2,6.0,2,0,155,125000.0
0,2,4.0,3,0,41,110000.0
0,2,6.0,4,0,3,130000.0
1,3,16.0,3,4,174,190000.0
1,3,20.0,1,0,174,200000.0
1,3,19.0,0,0,174,200000.0
1,2,9.0,3,4,165,150000.0
1,2,7.0,3,3,165,140000.0
0,3,17.0,2,4,174,195000.0
1,3,17.0,3,4,174,195000.0
0,0,1.0,0,0,3,55000.0
1,3,15.0,4,4,174,185000.0
0,2,5.0,4,4,41,120000.0
0,3,16.0,1,4,174,190000.0
0,2,6.0,2,0,41,130000.0
0,3,16.0,4,0,174,190000.0
1,2,6.0,2,0,3,130000.0
1,2,7.0,3,4,41,140000.0
1,0,2.0,0,4,40,70000.0
1,2,11.0,4,0,155,170000.0
1,3,17.0,1,4,174,190000.0
1,0,3.0,0,4,40,80000.0
1,3,14.0,3,0,174,180000.0
0,2,2.0,3,3,3,70000.0
1,3,14.0,2,0,155,185000.0
0,0,1.0,4,1,40,55000.0
0,2,8.0,3,4,41,140000.0
0,3,14.0,1,1,165,170000.0
1,2,6.0,2,0,3,130000.0
1,3,13.0,4,1,174,180000.0
1,0,4.0,4,4,3,95000.0
0,0,2.0,3,3,40,70000.0
1,2,12.0,1,4,155,165000.0
1,3,13.0,2,0,155,185000.0
1,2,7.0,3,4,165,140000.0
1,0,1.0,0,4,40,60000.0
0,0,3.0,0,0,40,80000.0
1,2,9.0,2,4,165,150000.0
0,3,14.0,0,0,174,185000.0
1,0,2.0,1,4,40,70000.0
0,2,3.0,4,4,3,90000.0
1,3,12.0,4,0,165,170000.0
1,3,14.0,4,1,165,170000.0
1,3,16.0,1,1,155,190000.0
0,2,2.0,4,2,3,70000.0
1,3,15.0,1,0,174,185000.0
1,3,12.0,1,1,155,170000.0
0,2,3.0,1,0,41,100000.0
1,2,10.0,2,4,165,155000.0
0,2,12.0,0,0,155,170000.0
1,3,18.0,0,4,174,195000.0
1,3,15.0,1,0,174,185000.0
1,0,2.0,4,1,40,70000.0
1,3,16.0,2,0,155,190000.0
1,2,7.0,0,4,41,140000.0
1,0,1.0,1,0,40,60000.0
1,3,16.0,3,4,174,190000.0
1,3,14.0,2,4,174,180000.0
1,2,6.0,1,1,41,130000.0
1,3,14.0,4,0,165,170000.0
1,3,12.0,0,4,155,165000.0
1,3,13.0,3,3,155,185000.0
1,2,6.0,0,0,3,130000.0
1,0,1.0,4,0,40,60000.0
0,2,11.0,2,0,165,170000.0
1,2,7.0,2,4,165,140000.0
0,2,4.0,0,4,41,110000.0
1,0,2.0,4,4,40,70000.0
1,2,9.0,3,0,165,145000.0
1,3,16.0,4,2,174,190000.0
1,3,17.0,2,4,174,200000.0
1,0,3.0,1,1,40,80000.0
1,0,4.0,4,1,3,95000.0
0,2,3.0,4,2,41,100000.0
1,3,17.0,0,0,174,195000.0
1,3,15.0,2,4,174,185000.0
1,2,10.0,1,0,165,155000.0
1,3,18.0,4,4,174,195000.0
1,2,6.0,4,2,155,125000.0
1,3,17.0,1,1,174,195000.0
1,2,7.0,3,3,165,140000.0
1,3,14.0,2,0,165,170000.0
1,2,11.0,1,4,155,170000.0
1,2,9.0,0,0,165,150000.0
0,0,1.0,4,2,3,60000.0
1,0,2.0,0,4,40,70000.0
1,3,14.0,0,4,165,170000.0
0,0,1.0,4,4,40,55000.0
0,0,3.0,3,4,40,80000.0
1,3,13.0,1,0,155,185000.0
1,2,7.0,2,0,41,140000.0
1,3,13.0,3,0,174,180000.0
0,2,2.0,2,0,3,70000.0
1,3,15.0,3,4,174,185000.0
1,3,16.0,0,4,155,190000.0
0,2,6.0,0,4,3,130000.0
0,2,4.0,2,4,41,110000.0
1,3,14.0,2,0,174,180000.0
1,2,9.0,4,1,165,145000.0
1,3,14.0,2,0,165,170000.0
1,3,12.0,2,0,155,165000.0
1,2,7.0,1,4,165,140000.0
1,3,17.0,2,4,174,195000.0
1,2,10.0,4,4,165,155000.0
1,3,16.0,0,0,174,190000.0
1,3,17.0,1,0,174,195000.0
1,2,6.0,2,0,3,130000.0
0,0,3.0,3,4,40,85000.0
1,3,18.0,2,4,174,200000.0
1,2,8.0,4,2,41,140000.0
1,0,2.0,3,0,3,65000.0
1,3,16.0,0,4,155,190000.0
1,2,6.0,1,1,41,120000.0
1,0,3.0,4,0,40,80000.0
0,2,3.0,4,2,3,90000.0
1,3,16.0,4,0,174,190000.0
1,3,18.0,0,4,174,200000.0
1,3,16.0,3,3,174,190000.0
0,2,4.0,1,0,41,110000.0
1,3,14.0,2,4,174,180000.0
0,2,2.0,0,0,3,65000.0
1,3,14.0,4,2,155,185000.0
0,0,1.0,0,4,40,55000.0
1,2,7.0,1,0,41,130000.0
1,3,16.0,2,0,155,190000.0
0,2,5.0,0,4,41,120000.0
0,2,10.0,0,4,3,155000.0
1,3,16.0,4,2,174,190000.0
0,2,3.0,0,0,41,100000.0
1,2,9.0,2,0,165,150000.0
0,2,12.0,4,4,155,170000.0
1,0,3.0,0,4,40,80000.0
1,2,10.0,3,0,165,155000.0
1,3,17.0,4,1,174,195000.0
1,3,15.0,4,0,174,185000.0
1,0,2.0,0,4,40,70000.0
1,3,16.0,2,4,155,190000.0
1,2,7.0,4,0,41,140000.0
1,0,1.0,4,4,40,55000.0
1,3,16.0,0,4,174,190000.0
1,3,14.0,1,4,174,180000.0
1,2,6.0,4,1,41,130000.0
1,3,14.0,4,0,165,170000.0
1,3,12.0,3,4,155,165000.0
1,3,13.0,2,4,155,185000.0
1,2,6.0,2,0,3,130000.0
1,0,1.0,4,2,40,60000.0
0,2,11.0,0,4,165,170000.0
1,2,7.0,0,0,165,140000.0
0,2,4.0,1,0,41,110000.0
1,0,2.0,2,0,40,70000.0
1,2,9.0,1,1,165,145000.0
1,3,16.0,2,4,174,190000.0
1,3,17.0,1,1,174,200000.0
1,0,3.0,1,4,40,80000.0
1,0,4.0,3,4,3,95000.0
0,2,3.0,3,4,41,100000.0
1,3,17.0,3,0,174,195000.0
1,3,15.0,4,1,174,185000.0
1,2,10.0,4,0,165,155000.0
1,3,18.0,2,0,174,195000.0
1,2,6.0,2,0,155,125000.0
1,3,17.0,2,0,174,195000.0
1,2,7.0,1,1,165,140000.0
1,3,14.0,0,4,165,170000.0
1,2,11.0,0,4,155,170000.0
1,2,9.0,1,0,165,150000.0
0,0,1.0,0,4,3,60000.0
1,0,2.0,3,4,40,70000.0
1,3,14.0,0,4,165,170000.0
0,0,1.0,3,4,40,55000.0
0,0,3.0,0,4,40,80000.0
