Gender,Education_Level,Years_of_Experience,Country,Race,Job_Title,Salary
1,0,8.0,0,9,63,190000.0
0,3,11.0,2,4,38,198000.0
1,0,1.0,4,5,3,90000.0
1,0,4.0,0,1,63,140000.0
0,0,2.0,3,8,3,110000.0
0,5,7.0,3,9,4,185000.0
1,0,9.0,0,1,3,195000.0
0,0,5.0,0,9,63,160000.0
1,0,3.0,2,9,3,130000.0
0,3,6.0,0,1,4,180000.0
1,0,8.0,1,9,63,190000.0
0,3,11.0,4,0,38,198000.0
1,0,1.0,2,4,3,90000.0
1,0,4.0,4,5,63,140000.0
0,0,2.0,3,1,3,110000.0
0,5,7.0,1,1,4,185000.0
1,0,9.0,0,9,3,195000.0
0,0,5.0,2,6,63,160000.0
1,0,3.0,3,8,3,130000.0
0,3,6.0,4,9,4,180000.0
1,0,8.0,3,1,63,190000.0
0,3,11.0,2,9,38,198000.0
1,0,1.0,2,9,3,90000.0
1,0,4.0,1,1,63,140000.0
0,0,2.0,1,3,3,110000.0
0,5,7.0,1,1,4,185000.0
1,0,9.0,1,9,3,195000.0
0,0,5.0,4,9,63,160000.0
1,0,3.0,0,2,3,130000.0
0,3,6.0,0,2,4,180000.0
1,0,8.0,4,9,63,190000.0
0,3,11.0,2,4,38,198000.0
1,0,1.0,0,1,3,90000.0
1,0,4.0,2,4,63,140000.0
0,0,2.0,2,4,3,110000.0
0,5,7.0,3,7,4,185000.0
1,0,9.0,4,9,3,195000.0
0,0,5.0,3,7,63,160000.0
1,0,3.0,3,1,3,130000.0
0,3,6.0,0,9,4,180000.0
1,0,8.0,2,6,63,190000.0
0,3,11.0,4,5,38,198000.0
1,0,1.0,3,7,3,90000.0
1,0,4.0,0,9,63,140000.0
0,0,2.0,1,1,3,110000.0
0,5,7.0,1,1,4,185000.0
1,0,9.0,4,0,3,195000.0
0,0,5.0,4,1,63,160000.0
1,0,3.0,2,9,3,130000.0
0,3,6.0,1,9,4,180000.0
1,0,8.0,4,5,63,190000.0
0,3,11.0,1,3,38,198000.0
1,0,1.0,0,1,3,90000.0
1,0,4.0,3,9,63,140000.0
0,0,2.0,0,9,3,110000.0
0,5,7.0,1,1,4,185000.0
1,0,9.0,2,6,3,195000.0
0,0,5.0,1,1,63,160000.0
1,0,3.0,1,9,3,130000.0
0,3,6.0,1,1,4,180000.0
1,0,8.0,0,2,63,190000.0
0,3,11.0,1,3,38,198000.0
1,0,1.0,1,9,3,90000.0
1,0,4.0,3,8,63,140000.0
0,0,2.0,0,1,3,110000.0
0,5,7.0,3,1,4,185000.0
1,0,9.0,3,8,3,195000.0
0,0,5.0,1,3,63,160000.0
1,0,3.0,0,2,3,130000.0
0,3,6.0,4,5,4,180000.0
1,0,8.0,1,1,63,190000.0
0,3,11.0,1,9,38,198000.0
1,0,1.0,2,6,3,90000.0
1,0,4.0,3,7,63,140000.0
0,0,2.0,2,9,3,110000.0
0,5,7.0,4,1,4,185000.0
1,0,9.0,3,1,3,195000.0
0,0,5.0,3,1,63,160000.0
1,0,3.0,1,3,3,130000.0
0,3,6.0,4,9,4,180000.0
1,0,8.0,4,9,63,190000.0
0,3,11.0,1,9,38,198000.0
1,0,1.0,0,1,3,90000.0
1,0,4.0,4,5,63,140000.0
0,0,2.0,3,7,3,110000.0
0,5,7.0,4,9,4,185000.0
1,1,5.0,4,5,3,135000.0
0,4,3.0,1,1,4,180000.0
1,1,12.0,0,9,63,195000.0
0,1,8.0,4,1,38,165000.0
1,4,15.0,4,9,4,198000.0
0,1,4.0,4,5,63,150000.0
1,1,9.0,0,1,3,162000.0
1,4,6.0,2,6,4,175000.0
0,1,13.0,4,9,63,197000.0
1,1,7.0,4,9,3,142000.0
0,4,4.0,0,2,4,182000.0
1,1,11.0,2,6,63,185000.0
0,1,8.0,0,1,38,170000.0
1,0,4.0,0,1,63,160000.0
1,0,8.0,0,2,4,180000.0
0,3,6.0,4,1,3,150000.0
1,0,5.0,1,9,3,140000.0
1,0,2.0,2,4,3,100000.0
0,3,11.0,3,7,38,190000.0
1,0,4.0,2,9,63,160000.0
1,0,3.0,3,1,3,120000.0
0,5,7.0,4,1,4,170000.0
1,0,9.0,1,9,3,190000.0
0,0,5.0,0,2,63,150000.0
0,0,3.0,3,7,3,120000.0
1,5,7.0,1,3,4,170000.0
0,0,4.0,2,6,38,130000.0
1,0,2.0,1,3,3,95000.0
1,3,11.0,4,9,38,195000.0
1,0,2.0,4,1,3,100000.0
1,0,5.0,3,7,63,150000.0
1,0,3.0,0,9,3,120000.0
0,3,6.0,4,9,4,150000.0
1,0,8.0,0,9,4,180000.0
0,3,11.0,0,2,38,195000.0
1,0,4.0,3,7,63,160000.0
0,3,6.0,1,3,4,170000.0
1,0,5.0,2,9,3,140000.0
1,0,2.0,4,0,3,95000.0
0,0,5.0,1,1,63,150000.0
1,0,3.0,4,9,3,120000.0
1,0,8.0,4,9,63,180000.0
0,3,11.0,0,2,38,195000.0
1,0,2.0,2,9,3,100000.0
0,5,7.0,3,1,4,170000.0
1,0,4.0,4,9,63,160000.0
0,3,12.0,4,9,38,190000.0
1,0,9.0,2,9,3,190000.0
0,0,5.0,1,9,63,150000.0
1,0,3.0,3,9,3,120000.0
0,3,6.0,1,9,4,150000.0
1,0,8.0,2,9,63,180000.0
0,3,11.0,4,9,38,195000.0
1,0,2.0,1,1,3,95000.0
1,0,4.0,1,1,63,160000.0
0,0,2.0,4,9,3,100000.0
0,5,7.0,3,9,4,170000.0
1,0,9.0,0,1,3,190000.0
0,0,5.0,1,9,63,150000.0
1,0,3.0,0,9,3,120000.0
0,3,6.0,3,9,4,150000.0
1,0,8.0,0,9,63,180000.0
0,3,11.0,2,6,38,195000.0
1,0,2.0,1,1,3,95000.0
1,0,4.0,0,2,63,160000.0
0,0,2.0,4,0,3,100000.0
0,5,7.0,3,9,4,170000.0
1,0,9.0,2,4,3,190000.0
0,0,5.0,1,9,63,150000.0
1,0,3.0,3,8,3,120000.0
0,3,6.0,0,9,4,150000.0
1,0,8.0,2,6,63,180000.0
0,3,11.0,2,9,38,195000.0
1,0,2.0,0,9,3,95000.0
1,0,4.0,3,7,63,160000.0
0,0,2.0,3,8,3,100000.0
0,5,7.0,1,9,4,170000.0
1,0,9.0,3,1,3,190000.0
0,0,5.0,3,1,63,150000.0
1,0,3.0,2,4,3,120000.0
0,3,6.0,3,8,4,150000.0
1,0,8.0,0,2,63,180000.0
0,3,11.0,1,3,38,195000.0
1,0,2.0,3,9,3,95000.0
1,0,4.0,2,6,63,160000.0
0,0,2.0,4,9,3,100000.0
0,5,7.0,1,1,4,170000.0
1,0,9.0,4,5,3,190000.0
0,0,5.0,1,1,63,150000.0
1,0,3.0,0,9,3,120000.0
0,3,6.0,4,9,4,150000.0
1,0,8.0,4,1,63,180000.0
0,3,11.0,0,1,38,195000.0
1,0,2.0,1,1,3,95000.0
1,0,4.0,1,9,63,160000.0
0,0,2.0,2,9,3,100000.0
0,5,7.0,0,2,4,170000.0
1,0,9.0,4,9,3,190000.0
0,0,5.0,1,3,63,150000.0
1,0,3.0,2,4,3,120000.0
0,3,6.0,1,1,4,150000.0
1,0,8.0,0,1,63,180000.0
0,3,11.0,3,9,38,195000.0
1,0,2.0,1,3,3,95000.0
1,0,4.0,4,1,63,160000.0
0,0,2.0,2,4,3,100000.0
0,5,7.0,1,3,4,170000.0
1,0,9.0,1,3,3,190000.0
0,0,5.0,0,2,63,150000.0
1,0,3.0,3,1,3,120000.0
0,3,6.0,3,8,4,150000.0
1,0,8.0,3,1,63,180000.0
0,3,11.0,0,2,38,195000.0
1,0,2.0,1,9,3,95000.0
1,0,4.0,1,1,63,160000.0
0,0,2.0,1,1,3,100000.0
0,5,7.0,0,1,4,170000.0
1,0,9.0,4,1,3,190000.0
0,0,5.0,4,5,63,150000.0
1,0,3.0,3,8,3,120000.0
0,3,6.0,0,1,4,150000.0
1,0,8.0,4,1,63,180000.0
0,3,11.0,2,9,38,195000.0
1,0,2.0,4,9,3,95000.0
1,0,4.0,0,1,63,160000.0
0,0,2.0,0,1,3,100000.0
0,5,7.0,2,4,4,170000.0
1,0,9.0,1,9,3,190000.0
0,0,5.0,1,9,63,150000.0
1,0,3.0,3,9,3,120000.0
0,3,6.0,1,3,4,150000.0
1,0,8.0,4,5,63,180000.0
0,3,11.0,4,0,38,195000.0
1,0,2.0,2,9,3,95000.0
1,0,4.0,1,3,63,160000.0
0,0,2.0,1,1,3,100000.0
0,5,7.0,4,0,4,170000.0
1,0,9.0,3,9,3,190000.0
0,0,5.0,1,3,63,150000.0
1,0,3.0,3,8,3,120000.0
0,3,6.0,0,2,4,150000.0
1,0,8.0,0,2,63,180000.0
0,3,11.0,2,9,38,195000.0
1,0,2.0,1,1,3,95000.0
1,0,4.0,4,1,63,160000.0
0,0,2.0,2,9,3,100000.0
0,5,7.0,0,2,4,170000.0
1,0,7.0,1,3,63,180000.0
0,0,5.0,1,9,3,120000.0
1,3,10.0,1,9,4,195000.0
1,0,4.0,1,9,63,160000.0
0,0,3.0,4,1,3,100000.0
1,0,8.0,2,6,38,190000.0
1,3,6.0,1,3,63,170000.0
0,0,9.0,2,6,4,185000.0
1,0,7.0,0,2,3,130000.0
0,0,12.0,3,8,38,190000.0
1,0,5.0,2,4,63,150000.0
0,3,6.0,4,1,4,150000.0
1,5,14.0,4,5,38,195000.0
1,0,3.0,3,1,3,110000.0
0,0,8.0,2,6,63,180000.0
1,3,9.0,0,9,4,185000.0
0,0,7.0,2,4,3,130000.0
1,0,10.0,4,5,63,190000.0
0,3,6.0,0,2,4,155000.0
1,0,12.0,3,9,63,195000.0
0,0,2.0,3,1,3,90000.0
1,0,8.0,4,5,38,185000.0
0,0,6.0,3,9,3,120000.0
1,0,9.0,0,1,63,180000.0
0,0,3.0,1,3,3,100000.0
1,3,10.0,0,2,4,195000.0
1,0,4.0,1,9,63,160000.0
0,0,5.0,4,1,3,125000.0
1,3,6.0,3,1,63,170000.0
0,0,9.0,2,4,4,185000.0
1,0,7.0,1,9,3,130000.0
0,0,12.0,2,9,38,190000.0
1,0,5.0,3,1,63,150000.0
0,3,6.0,3,1,4,150000.0
1,5,14.0,2,4,38,195000.0
1,0,3.0,0,2,3,110000.0
0,0,8.0,4,5,63,180000.0
1,3,9.0,2,9,4,185000.0
0,0,7.0,4,1,3,130000.0
1,0,10.0,2,6,63,190000.0
0,3,6.0,2,6,4,155000.0
1,0,12.0,3,9,63,195000.0
0,0,2.0,4,1,3,90000.0
1,0,8.0,0,2,38,185000.0
0,0,6.0,0,9,3,120000.0
1,0,9.0,2,6,63,180000.0
0,0,3.0,4,9,3,100000.0
1,3,10.0,0,1,4,195000.0
1,0,4.0,0,9,63,160000.0
0,0,5.0,0,9,3,125000.0
1,3,6.0,0,9,63,170000.0
0,0,9.0,0,2,4,185000.0
1,0,7.0,0,1,3,130000.0
0,0,12.0,3,7,38,190000.0
1,0,5.0,1,9,63,150000.0
0,3,6.0,2,6,4,150000.0
1,5,14.0,0,9,38,195000.0
1,0,3.0,0,9,3,110000.0
0,0,8.0,2,4,63,180000.0
1,3,9.0,3,9,4,185000.0
0,0,7.0,2,6,3,130000.0
1,0,10.0,2,6,63,190000.0
0,3,6.0,2,6,4,155000.0
1,0,12.0,1,1,63,195000.0
0,0,2.0,0,9,3,90000.0
1,0,8.0,1,1,38,185000.0
0,0,6.0,1,3,3,120000.0
1,0,9.0,3,1,63,180000.0
0,0,3.0,3,1,3,100000.0
1,3,10.0,0,9,4,195000.0
1,0,4.0,1,9,63,160000.0
0,0,5.0,2,6,3,125000.0
1,3,6.0,1,9,63,170000.0
0,0,9.0,4,5,4,185000.0
1,0,7.0,0,1,3,130000.0
0,0,12.0,2,9,38,190000.0
1,0,5.0,4,1,63,150000.0
0,3,6.0,1,9,4,150000.0
1,5,14.0,0,1,38,195000.0
1,0,3.0,0,9,3,110000.0
0,0,8.0,3,1,63,180000.0
1,3,9.0,2,9,4,185000.0
0,0,7.0,1,3,3,130000.0
1,0,10.0,1,3,63,190000.0
0,3,6.0,3,9,4,155000.0
1,0,12.0,4,0,63,195000.0
0,0,2.0,1,3,3,90000.0
1,0,8.0,0,1,38,185000.0
0,0,6.0,3,1,3,120000.0
1,0,9.0,4,1,63,180000.0
0,0,3.0,3,9,3,100000.0
1,3,10.0,4,1,4,195000.0
1,0,4.0,4,5,63,160000.0
0,0,5.0,4,5,3,125000.0
1,3,6.0,1,9,63,170000.0
0,0,9.0,1,9,4,185000.0
1,0,7.0,1,9,3,130000.0
0,0,12.0,4,1,38,190000.0
1,0,5.0,0,1,63,150000.0
0,3,6.0,1,1,4,150000.0
1,5,14.0,4,0,38,195000.0
1,0,3.0,3,7,3,110000.0
0,0,8.0,2,6,63,180000.0
1,3,9.0,0,1,4,185000.0
0,0,7.0,0,2,3,130000.0
1,0,10.0,3,7,63,190000.0
0,3,6.0,0,9,4,155000.0
1,0,12.0,0,9,63,195000.0
0,0,2.0,3,9,3,90000.0
1,0,8.0,1,3,38,185000.0
1,1,7.0,4,1,60,175000.0
1,5,18.0,0,9,64,190000.0
0,4,5.0,2,9,0,110000.0
1,5,16.0,1,1,57,195000.0
0,4,3.0,3,7,15,100000.0
1,1,1.0,2,6,14,60000.0
1,4,8.0,0,9,60,155000.0
0,5,12.0,3,7,15,175000.0
0,4,13.0,3,8,57,180000.0
1,1,4.0,3,9,0,95000.0
1,5,20.0,3,8,64,200000.0
1,4,11.0,0,2,60,165000.0
1,4,9.0,3,9,57,145000.0
1,5,19.0,0,2,64,195000.0
0,1,2.0,4,1,14,75000.0
0,4,3.0,1,3,0,90000.0
0,4,9.0,3,1,60,155000.0
1,1,5.0,0,9,15,115000.0
0,4,12.0,1,3,60,170000.0
0,5,16.0,3,8,64,190000.0
1,1,4.0,4,9,57,115000.0
1,5,14.0,2,9,15,180000.0
1,5,18.0,2,9,64,195000.0
1,4,7.0,2,9,60,140000.0
1,5,19.0,3,9,64,200000.0
0,4,2.0,1,9,0,70000.0
0,4,11.0,1,1,57,170000.0
0,5,14.0,1,1,64,185000.0
0,4,8.0,2,6,15,140000.0
1,5,15.0,1,3,64,185000.0
1,5,15.0,0,2,57,185000.0
1,5,15.0,4,1,64,180000.0
1,5,14.0,2,6,60,175000.0
1,1,2.0,1,9,14,70000.0
0,1,1.0,1,9,0,60000.0
1,5,20.0,2,6,64,200000.0
1,5,14.0,0,9,60,170000.0
0,4,11.0,1,3,57,165000.0
1,1,1.0,0,1,15,55000.0
1,5,17.0,4,0,64,190000.0
0,4,3.0,2,6,0,90000.0
0,1,5.0,3,8,14,105000.0
1,4,6.0,2,4,15,130000.0
0,5,16.0,0,1,64,185000.0
0,4,1.0,1,1,0,60000.0
1,5,17.0,2,9,64,195000.0
1,1,1.0,4,1,14,60000.0
1,4,8.0,3,7,60,150000.0
0,5,13.0,4,0,57,180000.0
0,4,12.0,1,3,60,170000.0
1,4,6.0,1,9,0,125000.0
1,5,15.0,2,9,64,185000.0
1,1,3.0,3,9,15,90000.0
1,1,3.0,3,7,14,80000.0
0,1,3.0,0,2,0,85000.0
1,5,16.0,3,9,57,190000.0
0,4,11.0,1,9,64,160000.0
1,5,19.0,3,7,64,200000.0
1,5,17.0,1,1,64,195000.0
1,5,18.0,0,9,64,195000.0
0,5,14.0,0,2,64,190000.0
0,4,3.0,4,0,15,95000.0
1,1,1.0,3,1,0,55000.0
1,5,13.0,1,9,60,185000.0
0,4,5.0,1,3,15,120000.0
1,5,16.0,2,6,64,195000.0
1,5,14.0,2,9,64,175000.0
0,4,2.0,2,9,0,75000.0
1,5,17.0,3,8,64,200000.0
0,4,12.0,1,1,60,160000.0
1,5,12.0,4,5,64,175000.0
1,1,2.0,2,6,14,70000.0
1,5,15.0,3,9,60,180000.0
0,1,1.0,3,9,0,60000.0
1,5,16.0,0,2,57,190000.0
1,1,5.0,0,2,15,120000.0
1,5,20.0,4,5,64,200000.0
1,5,14.0,0,1,57,185000.0
0,5,16.0,1,1,64,190000.0
1,5,18.0,0,2,64,195000.0
0,5,14.0,2,9,60,170000.0
1,1,1.0,0,9,14,55000.0
1,4,6.0,2,6,0,130000.0
1,5,14.0,2,4,64,180000.0
1,5,14.0,0,9,57,185000.0
1,1,1.0,2,6,14,55000.0
1,4,9.0,1,9,60,145000.0
0,4,12.0,2,9,57,170000.0
1,5,17.0,3,7,64,195000.0
0,4,10.0,0,1,0,155000.0
1,4,6.0,4,5,15,125000.0
0,5,14.0,2,6,64,180000.0
1,1,4.0,2,4,0,95000.0
0,4,11.0,1,9,60,170000.0
0,4,3.0,4,1,15,100000.0
1,5,14.0,2,6,57,175000.0
1,1,3.0,3,7,14,80000.0
1,5,18.0,1,3,64,195000.0
1,4,10.0,1,3,60,155000.0
1,4,6.0,2,4,57,125000.0
0,4,4.0,3,1,15,110000.0
0,4,6.0,4,1,0,130000.0
1,5,16.0,3,9,64,190000.0
1,5,20.0,1,1,64,200000.0
1,5,19.0,0,1,64,200000.0
1,4,9.0,3,9,60,150000.0
1,4,7.0,3,7,60,140000.0
0,5,17.0,2,9,64,195000.0
1,5,17.0,3,9,64,195000.0
0,1,1.0,0,1,0,55000.0
1,5,15.0,4,9,64,185000.0
0,4,5.0,4,9,15,120000.0
0,5,16.0,1,9,64,190000.0
0,4,6.0,2,6,15,130000.0
0,5,16.0,4,1,64,190000.0
1,4,6.0,2,4,0,130000.0
1,4,7.0,3,9,15,140000.0
1,1,2.0,0,9,14,70000.0
1,4,11.0,4,1,57,170000.0
1,5,17.0,1,9,64,190000.0
1,1,3.0,0,2,14,80000.0
1,5,14.0,3,1,64,180000.0
0,4,2.0,3,7,0,70000.0
1,5,14.0,2,4,57,185000.0
0,1,1.0,4,0,14,55000.0
0,4,8.0,3,9,15,140000.0
0,5,14.0,1,3,60,170000.0
1,4,6.0,2,4,0,130000.0
1,5,13.0,4,0,64,180000.0
1,1,4.0,4,9,0,95000.0
0,1,2.0,3,7,14,70000.0
1,4,12.0,1,9,57,165000.0
1,5,13.0,2,6,57,185000.0
1,4,7.0,3,9,60,140000.0
1,1,1.0,0,9,14,60000.0
0,1,3.0,0,1,14,80000.0
1,4,9.0,2,9,60,150000.0
0,5,14.0,0,1,64,185000.0
1,1,2.0,1,9,14,70000.0
0,4,3.0,4,9,0,90000.0
1,5,12.0,4,1,60,170000.0
1,5,14.0,4,0,60,170000.0
1,5,16.0,1,3,57,190000.0
0,4,2.0,4,5,0,70000.0
1,5,15.0,1,1,64,185000.0
1,5,12.0,1,3,57,170000.0
0,4,3.0,1,1,15,100000.0
1,4,10.0,2,9,60,155000.0
0,4,12.0,0,1,57,170000.0
1,5,18.0,0,2,64,195000.0
1,5,15.0,1,1,64,185000.0
1,1,2.0,4,0,14,70000.0
1,5,16.0,2,6,57,190000.0
1,4,7.0,0,9,15,140000.0
1,1,1.0,1,1,14,60000.0
1,5,16.0,3,9,64,190000.0
1,5,14.0,2,9,64,180000.0
1,4,6.0,1,3,15,130000.0
1,5,14.0,4,1,60,170000.0
1,5,12.0,0,2,57,165000.0
1,5,13.0,3,7,57,185000.0
1,4,6.0,0,1,0,130000.0
1,1,1.0,4,1,14,60000.0
0,4,11.0,2,6,60,170000.0
1,4,7.0,2,9,60,140000.0
0,4,4.0,0,9,15,110000.0
1,1,2.0,4,9,14,70000.0
1,4,9.0,3,1,60,145000.0
1,5,16.0,4,5,64,190000.0
1,5,17.0,2,9,64,200000.0
1,1,3.0,1,3,14,80000.0
1,1,4.0,4,0,0,95000.0
0,4,3.0,4,5,15,100000.0
1,5,17.0,0,1,64,195000.0
1,5,15.0,2,9,64,185000.0
1,4,10.0,1,1,60,155000.0
1,5,18.0,4,9,64,195000.0
1,4,6.0,4,5,57,125000.0
1,5,17.0,1,3,64,195000.0
1,4,7.0,3,7,60,140000.0
1,5,14.0,2,6,60,170000.0
1,4,11.0,1,9,57,170000.0
1,4,9.0,0,1,60,150000.0
0,1,1.0,4,5,0,60000.0
1,1,2.0,0,2,14,70000.0
1,5,14.0,0,9,60,170000.0
0,1,1.0,4,9,14,55000.0
0,1,3.0,3,8,14,80000.0
1,5,13.0,1,1,57,185000.0
1,4,7.0,2,6,15,140000.0
1,5,13.0,3,1,64,180000.0
0,4,2.0,2,6,0,70000.0
1,5,15.0,3,9,64,185000.0
1,5,16.0,0,9,57,190000.0
0,4,6.0,0,2,0,130000.0
0,4,4.0,2,9,15,110000.0
1,5,14.0,2,6,64,180000.0
1,4,9.0,4,0,60,145000.0
1,5,14.0,2,6,60,170000.0
1,5,12.0,2,4,57,165000.0
1,4,7.0,1,9,60,140000.0
1,5,17.0,2,9,64,195000.0
1,4,10.0,4,9,60,155000.0
1,5,16.0,0,1,64,190000.0
1,5,17.0,1,1,64,195000.0
1,4,6.0,2,4,0,130000.0
0,1,3.0,3,9,14,85000.0
1,5,18.0,2,9,64,200000.0
1,4,8.0,4,5,15,140000.0
1,1,2.0,3,1,0,65000.0
1,5,16.0,0,2,57,190000.0
1,4,6.0,1,3,15,120000.0
1,1,3.0,4,1,14,80000.0
0,4,3.0,4,5,0,90000.0
1,5,16.0,4,1,64,190000.0
1,5,18.0,0,2,64,200000.0
1,5,16.0,3,7,64,190000.0
0,4,4.0,1,1,15,110000.0
1,5,14.0,2,9,64,180000.0
0,4,2.0,0,1,0,65000.0
1,5,14.0,4,5,57,185000.0
0,1,1.0,0,2,14,55000.0
1,4,7.0,1,1,15,130000.0
1,5,16.0,2,6,57,190000.0
0,4,5.0,0,2,15,120000.0
0,4,10.0,0,2,0,155000.0
1,5,16.0,4,5,64,190000.0
0,4,3.0,0,1,15,100000.0
1,4,9.0,2,4,60,150000.0
0,4,12.0,4,9,57,170000.0
1,1,3.0,0,2,14,80000.0
1,4,10.0,3,1,60,155000.0
1,5,17.0,4,0,64,195000.0
1,5,15.0,4,1,64,185000.0
1,1,2.0,0,9,14,70000.0
1,5,16.0,2,9,57,190000.0
1,4,7.0,4,1,15,140000.0
1,1,1.0,4,9,14,55000.0
1,5,16.0,0,2,64,190000.0
1,5,14.0,1,9,64,180000.0
1,4,6.0,4,0,15,130000.0
1,5,14.0,4,1,60,170000.0
1,5,12.0,3,9,57,165000.0
1,5,13.0,2,9,57,185000.0
1,4,6.0,2,6,0,130000.0
1,1,1.0,4,5,14,60000.0
0,4,11.0,0,2,60,170000.0
1,4,7.0,0,1,60,140000.0
0,4,4.0,1,1,15,110000.0
1,1,2.0,2,6,14,70000.0
1,4,9.0,1,3,60,145000.0
1,5,16.0,2,9,64,190000.0
1,5,17.0,1,3,64,200000.0
1,1,3.0,1,9,14,80000.0
1,1,4.0,3,9,0,95000.0
0,4,3.0,3,9,15,100000.0
1,5,17.0,3,1,64,195000.0
1,5,15.0,4,0,64,185000.0
1,4,10.0,4,1,60,155000.0
1,5,18.0,2,4,64,195000.0
1,4,6.0,2,6,57,125000.0
1,5,17.0,2,6,64,195000.0
1,4,7.0,1,3,60,140000.0
1,5,14.0,0,2,60,170000.0
1,4,11.0,0,9,57,170000.0
1,4,9.0,1,1,60,150000.0
0,1,1.0,0,2,0,60000.0
1,1,2.0,3,8,14,70000.0
1,5,14.0,0,9,60,170000.0
0,1,1.0,3,8,14,55000.0
0,1,3.0,0,9,14,80000.0
1,5,13.0,2,9,57,185000.0
1,4,7.0,0,9,15,140000.0
1,5,13.0,0,9,64,180000.0
0,4,2.0,1,9,0,70000.0
1,5,15.0,3,8,64,185000.0
1,5,16.0,1,9,57,190000.0
1,4,6.0,1,1,57,125000.0
1,5,12.0,3,7,60,160000.0
1,4,8.0,2,9,60,140000.0
1,5,17.0,0,9,64,195000.0
1,1,2.0,4,0,14,70000.0
1,1,2.0,3,9,14,70000.0
1,4,11.0,1,3,57,170000.0
1,5,13.0,2,6,57,185000.0
1,5,17.0,1,3,64,195000.0
1,4,6.0,4,1,0,130000.0
1,4,10.0,2,9,60,155000.0
1,5,15.0,0,1,64,185000.0
1,1,3.0,3,7,14,80000.0
1,5,17.0,2,4,64,195000.0
1,4,7.0,0,2,57,135000.0
1,1,1.0,1,9,0,55000.0
1,5,16.0,0,1,57,190000.0
0,4,2.0,2,4,0,70000.0
1,5,13.0,0,2,57,185000.0
1,4,11.0,0,2,57,170000.0
1,4,9.0,2,6,60,150000.0
1,5,17.0,1,9,64,195000.0
1,1,2.0,3,7,14,70000.0
1,5,17.0,4,1,64,195000.0
1,4,6.0,2,4,57,125000.0
1,5,15.0,0,2,64,185000.0
0,4,2.0,3,7,0,70000.0
1,4,10.0,0,9,60,155000.0
1,1,3.0,1,9,14,80000.0
1,5,13.0,2,9,57,185000.0
1,5,16.0,1,1,57,190000.0
1,4,11.0,1,1,57,170000.0
1,5,17.0,2,4,64,195000.0
1,4,9.0,3,7,60,150000.0
1,1,2.0,2,9,14,70000.0
0,4,2.0,4,1,0,70000.0
1,5,15.0,3,8,64,185000.0
1,4,7.0,0,1,57,135000.0
1,1,3.0,1,9,14,80000.0
1,5,17.0,3,8,64,195000.0
1,4,10.0,0,2,60,155000.0
1,4,11.0,3,8,57,170000.0
1,5,13.0,1,3,57,185000.0
1,1,2.0,1,3,14,70000.0
1,5,16.0,1,3,57,190000.0
1,4,6.0,4,1,57,125000.0
1,5,17.0,0,2,64,195000.0
1,4,9.0,1,9,60,150000.0
1,1,2.0,3,7,14,70000.0
0,4,2.0,2,6,0,70000.0
1,1,5.0,1,9,14,95000.0
0,4,12.0,0,1,60,170000.0
1,1,2.0,0,1,0,75000.0
0,5,18.0,2,9,64,210000.0
1,4,7.0,4,9,15,135000.0
1,5,12.0,2,9,60,160000.0
1,1,1.0,4,0,14,55000.0
1,5,16.0,3,9,57,190000.0
0,5,11.0,3,1,57,165000.0
0,1,3.0,1,3,14,80000.0
1,1,6.0,0,1,0,120000.0
1,5,15.0,3,7,64,185000.0
1,5,13.0,1,3,57,185000.0
1,5,16.0,3,7,64,190000.0
1,4,8.0,1,3,60,140000.0
1,4,6.0,3,8,15,130000.0
0,4,2.0,1,9,0,70000.0
1,4,11.0,1,9,57,170000.0
1,4,6.0,2,6,57,125000.0
1,4,10.0,4,5,60,155000.0
1,1,2.0,4,0,14,70000.0
1,5,17.0,0,9,64,195000.0
1,4,7.0,2,9,60,140000.0
1,4,6.0,4,9,0,130000.0
0,4,10.0,3,1,0,155000.0
1,5,16.0,0,1,64,190000.0
1,1,2.0,3,7,14,70000.0
1,1,3.0,1,1,14,80000.0
1,5,13.0,2,9,57,185000.0
0,4,3.0,4,9,15,100000.0
1,5,15.0,0,1,64,185000.0
1,5,16.0,0,2,57,190000.0
1,4,7.0,0,9,57,135000.0
0,5,12.0,4,9,60,160000.0
1,1,1.0,1,9,14,55000.0
1,1,3.0,4,9,14,80000.0
1,5,14.0,1,1,60,170000.0
0,1,1.0,3,8,14,55000.0
0,1,3.0,4,0,14,80000.0
1,5,13.0,2,9,57,185000.0
1,4,7.0,4,1,15,140000.0
1,5,13.0,2,9,64,180000.0
0,4,2.0,0,2,0,70000.0
1,5,15.0,4,0,64,185000.0
1,5,16.0,3,7,57,190000.0
1,4,6.0,1,1,57,125000.0
1,5,12.0,2,4,60,160000.0
1,4,8.0,3,8,60,140000.0
1,5,17.0,1,1,64,195000.0
1,1,2.0,0,2,14,70000.0
1,1,2.0,4,0,14,70000.0
1,4,11.0,2,9,57,170000.0
1,5,13.0,2,4,57,185000.0
1,5,17.0,3,1,64,195000.0
1,4,6.0,0,2,0,130000.0
1,4,10.0,3,7,60,155000.0
1,5,15.0,3,7,64,185000.0
1,1,3.0,1,3,14,80000.0
1,5,17.0,0,9,64,195000.0
1,4,7.0,3,9,57,135000.0
1,1,1.0,1,9,0,55000.0
1,5,16.0,4,9,57,190000.0
0,4,2.0,1,3,0,70000.0
1,5,13.0,4,5,57,185000.0
1,4,11.0,1,1,57,170000.0
