Gender,Education_Level,Years_of_Experience,Country,Race,Job_Title_Vec_1,Job_Title_Vec_2,Job_Title_Vec_3,Job_Title_Vec_4,Job_Title_Vec_5,Salary
0,4,11.0,0,2,0,0,0,0,67,170000.0
1,4,7.0,0,1,0,0,0,0,67,140000.0
0,4,4.0,1,1,0,0,0,0,175,110000.0
1,1,2.0,2,6,0,0,0,0,176,70000.0
1,4,9.0,1,3,0,0,0,0,67,145000.0
1,5,16.0,2,9,0,0,0,0,172,190000.0
1,5,17.0,1,3,0,0,0,0,172,200000.0
1,1,3.0,1,9,0,0,0,0,176,80000.0
1,1,4.0,3,9,0,0,0,0,173,95000.0
0,4,3.0,3,9,0,0,0,0,175,100000.0
1,5,17.0,3,1,0,0,0,0,172,195000.0
1,5,15.0,4,0,0,0,0,0,172,185000.0
1,4,10.0,4,1,0,0,0,0,67,155000.0
1,5,18.0,2,4,0,0,0,0,172,195000.0
1,4,6.0,2,6,0,0,0,0,174,125000.0
1,5,17.0,2,6,0,0,0,0,172,195000.0
1,4,7.0,1,3,0,0,0,0,67,140000.0
1,5,14.0,0,2,0,0,0,0,67,170000.0
1,4,11.0,0,9,0,0,0,0,174,170000.0
1,4,9.0,1,1,0,0,0,0,67,150000.0
0,1,1.0,0,2,0,0,0,0,173,60000.0
1,1,2.0,3,8,0,0,0,0,176,70000.0
1,5,14.0,0,9,0,0,0,0,67,170000.0
0,1,1.0,3,8,0,0,0,0,176,55000.0
0,1,3.0,0,9,0,0,0,0,176,80000.0
1,5,13.0,2,9,0,0,0,0,174,185000.0
1,4,7.0,0,9,0,0,0,0,175,140000.0
1,5,13.0,0,9,0,0,0,0,172,180000.0
0,4,2.0,1,9,0,0,0,0,173,70000.0
1,5,15.0,3,8,0,0,0,0,172,185000.0
1,5,16.0,1,9,0,0,0,0,174,190000.0
1,4,6.0,1,1,0,0,0,0,174,125000.0
1,5,12.0,3,7,0,0,0,0,67,160000.0
1,4,8.0,2,9,0,0,0,0,67,140000.0
1,5,17.0,0,9,0,0,0,0,172,195000.0
1,1,2.0,4,0,0,0,0,0,176,70000.0
1,1,2.0,3,9,0,0,0,0,176,70000.0
1,4,11.0,1,3,0,0,0,0,174,170000.0
1,5,13.0,2,6,0,0,0,0,174,185000.0
1,5,17.0,1,3,0,0,0,0,172,195000.0
1,4,6.0,4,1,0,0,0,0,173,130000.0
1,4,10.0,2,9,0,0,0,0,67,155000.0
1,5,15.0,0,1,0,0,0,0,172,185000.0
1,1,3.0,3,7,0,0,0,0,176,80000.0
1,5,17.0,2,4,0,0,0,0,172,195000.0
1,4,7.0,0,2,0,0,0,0,174,135000.0
1,1,1.0,1,9,0,0,0,0,173,55000.0
1,5,16.0,0,1,0,0,0,0,174,190000.0
0,4,2.0,2,4,0,0,0,0,173,70000.0
1,5,13.0,0,2,0,0,0,0,174,185000.0
1,4,11.0,0,2,0,0,0,0,174,170000.0
1,4,9.0,2,6,0,0,0,0,67,150000.0
1,5,17.0,1,9,0,0,0,0,172,195000.0
1,1,2.0,3,7,0,0,0,0,176,70000.0
1,5,17.0,4,1,0,0,0,0,172,195000.0
1,4,6.0,2,4,0,0,0,0,174,125000.0
1,5,15.0,0,2,0,0,0,0,172,185000.0
0,4,2.0,3,7,0,0,0,0,173,70000.0
1,4,10.0,0,9,0,0,0,0,67,155000.0
1,1,3.0,1,9,0,0,0,0,176,80000.0
1,5,13.0,2,9,0,0,0,0,174,185000.0
1,5,16.0,1,1,0,0,0,0,174,190000.0
1,4,11.0,1,1,0,0,0,0,174,170000.0
1,5,17.0,2,4,0,0,0,0,172,195000.0
1,4,9.0,3,7,0,0,0,0,67,150000.0
1,1,2.0,2,9,0,0,0,0,176,70000.0
0,4,2.0,4,1,0,0,0,0,173,70000.0
1,5,15.0,3,8,0,0,0,0,172,185000.0
1,4,7.0,0,1,0,0,0,0,174,135000.0
1,1,3.0,1,9,0,0,0,0,176,80000.0
1,5,17.0,3,8,0,0,0,0,172,195000.0
1,4,10.0,0,2,0,0,0,0,67,155000.0
1,4,11.0,3,8,0,0,0,0,174,170000.0
1,5,13.0,1,3,0,0,0,0,174,185000.0
1,1,2.0,1,3,0,0,0,0,176,70000.0
1,5,16.0,1,3,0,0,0,0,174,190000.0
1,4,6.0,4,1,0,0,0,0,174,125000.0
1,5,17.0,0,2,0,0,0,0,172,195000.0
1,4,9.0,1,9,0,0,0,0,67,150000.0
1,1,2.0,3,7,0,0,0,0,176,70000.0
0,4,2.0,2,6,0,0,0,0,173,70000.0
1,1,5.0,1,9,0,0,0,0,176,95000.0
0,4,12.0,0,1,0,0,0,0,67,170000.0
1,1,2.0,0,1,0,0,0,0,173,75000.0
0,5,18.0,2,9,0,0,0,0,172,210000.0
1,4,7.0,4,9,0,0,0,0,175,135000.0
1,5,12.0,2,9,0,0,0,0,67,160000.0
1,1,1.0,4,0,0,0,0,0,176,55000.0
1,5,16.0,3,9,0,0,0,0,174,190000.0
0,5,11.0,3,1,0,0,0,0,174,165000.0
0,1,3.0,1,3,0,0,0,0,176,80000.0
1,1,6.0,0,1,0,0,0,0,173,120000.0
1,5,15.0,3,7,0,0,0,0,172,185000.0
1,5,13.0,1,3,0,0,0,0,174,185000.0
1,5,16.0,3,7,0,0,0,0,172,190000.0
1,4,8.0,1,3,0,0,0,0,67,140000.0
1,4,6.0,3,8,0,0,0,0,175,130000.0
0,4,2.0,1,9,0,0,0,0,173,70000.0
1,4,11.0,1,9,0,0,0,0,174,170000.0
1,4,6.0,2,6,0,0,0,0,174,125000.0
1,4,10.0,4,5,0,0,0,0,67,155000.0
1,1,2.0,4,0,0,0,0,0,176,70000.0
1,5,17.0,0,9,0,0,0,0,172,195000.0
1,4,7.0,2,9,0,0,0,0,67,140000.0
1,4,6.0,4,9,0,0,0,0,173,130000.0
0,4,10.0,3,1,0,0,0,0,173,155000.0
1,5,16.0,0,1,0,0,0,0,172,190000.0
1,1,2.0,3,7,0,0,0,0,176,70000.0
1,1,3.0,1,1,0,0,0,0,176,80000.0
1,5,13.0,2,9,0,0,0,0,174,185000.0
0,4,3.0,4,9,0,0,0,0,175,100000.0
1,5,15.0,0,1,0,0,0,0,172,185000.0
1,5,16.0,0,2,0,0,0,0,174,190000.0
1,4,7.0,0,9,0,0,0,0,174,135000.0
0,5,12.0,4,9,0,0,0,0,67,160000.0
1,1,1.0,1,9,0,0,0,0,176,55000.0
1,1,3.0,4,9,0,0,0,0,176,80000.0
1,5,14.0,1,1,0,0,0,0,67,170000.0
0,1,1.0,3,8,0,0,0,0,176,55000.0
0,1,3.0,4,0,0,0,0,0,176,80000.0
1,5,13.0,2,9,0,0,0,0,174,185000.0
1,4,7.0,4,1,0,0,0,0,175,140000.0
1,5,13.0,2,9,0,0,0,0,172,180000.0
0,4,2.0,0,2,0,0,0,0,173,70000.0
1,5,15.0,4,0,0,0,0,0,172,185000.0
1,5,16.0,3,7,0,0,0,0,174,190000.0
1,4,6.0,1,1,0,0,0,0,174,125000.0
1,5,12.0,2,4,0,0,0,0,67,160000.0
1,4,8.0,3,8,0,0,0,0,67,140000.0
1,5,17.0,1,1,0,0,0,0,172,195000.0
1,1,2.0,0,2,0,0,0,0,176,70000.0
1,1,2.0,4,0,0,0,0,0,176,70000.0
1,4,11.0,2,9,0,0,0,0,174,170000.0
1,5,13.0,2,4,0,0,0,0,174,185000.0
1,5,17.0,3,1,0,0,0,0,172,195000.0
1,4,6.0,0,2,0,0,0,0,173,130000.0
1,4,10.0,3,7,0,0,0,0,67,155000.0
1,5,15.0,3,7,0,0,0,0,172,185000.0
1,1,3.0,1,3,0,0,0,0,176,80000.0
1,5,17.0,0,9,0,0,0,0,172,195000.0
1,4,7.0,3,9,0,0,0,0,174,135000.0
1,1,1.0,1,9,0,0,0,0,173,55000.0
1,5,16.0,4,9,0,0,0,0,174,190000.0
0,4,2.0,1,3,0,0,0,0,173,70000.0
1,5,13.0,4,5,0,0,0,0,174,185000.0
1,4,11.0,1,1,0,0,0,0,174,170000.0
1,4,9.0,1,1,0,0,0,0,67,150000.0
1,5,17.0,3,8,0,0,0,0,172,195000.0
1,1,2.0,4,5,0,0,0,0,176,70000.0
1,5,17.0,1,1,0,0,0,0,172,195000.0
1,4,6.0,4,1,0,0,0,0,174,125000.0
1,5,15.0,2,9,0,0,0,0,172,185000.0
1,5,17.0,1,3,0,0,0,0,172,195000.0
1,1,3.0,0,9,0,0,0,0,176,80000.0
1,5,14.0,2,6,0,0,0,0,67,170000.0
1,4,10.0,2,9,0,0,0,0,67,155000.0
1,5,13.0,1,9,0,0,0,0,174,185000.0
1,1,2.0,1,1,0,0,0,0,176,70000.0
1,4,7.0,1,1,0,0,0,0,175,140000.0
1,5,17.0,3,1,0,0,0,0,172,195000.0
1,4,8.0,1,3,0,0,0,0,67,140000.0
0,4,2.0,4,0,0,0,0,0,173,70000.0
1,5,15.0,2,4,0,0,0,0,172,185000.0
1,5,16.0,3,7,0,0,0,0,174,190000.0
1,4,7.0,4,0,0,0,0,0,174,135000.0
0,5,12.0,3,9,0,0,0,0,67,160000.0
1,1,1.0,3,8,0,0,0,0,176,55000.0
1,1,3.0,2,4,0,0,0,0,176,80000.0
1,5,13.0,4,9,0,0,0,0,174,185000.0
0,4,3.0,3,7,0,0,0,0,175,100000.0
1,5,15.0,3,1,0,0,0,0,172,185000.0
1,5,16.0,4,9,0,0,0,0,174,190000.0
1,4,6.0,3,9,0,0,0,0,174,125000.0
1,5,12.0,4,5,0,0,0,0,67,160000.0
1,4,8.0,2,6,0,0,0,0,67,140000.0
1,5,17.0,3,1,0,0,0,0,172,195000.0
1,1,2.0,0,2,0,0,0,0,176,70000.0
1,1,2.0,1,3,0,0,0,0,176,70000.0
1,4,11.0,1,9,0,0,0,0,174,170000.0
1,5,13.0,3,8,0,0,0,0,174,185000.0
1,5,17.0,1,3,0,0,0,0,172,195000.0
1,4,6.0,1,1,0,0,0,0,173,130000.0
1,4,10.0,1,9,0,0,0,0,67,155000.0
1,5,15.0,1,9,0,0,0,0,172,185000.0
1,1,3.0,4,0,0,0,0,0,176,80000.0
1,5,17.0,2,9,0,0,0,0,172,195000.0
1,4,7.0,0,1,0,0,0,0,174,135000.0
1,1,1.0,4,5,0,0,0,0,173,55000.0
1,5,16.0,1,1,0,0,0,0,174,190000.0
0,4,2.0,3,7,0,0,0,0,173,70000.0
1,5,13.0,3,7,0,0,0,0,174,185000.0
1,4,11.0,4,0,0,0,0,0,174,170000.0
1,4,9.0,3,1,0,0,0,0,67,150000.0
1,5,17.0,4,9,0,0,0,0,172,195000.0
1,1,2.0,1,3,0,0,0,0,176,70000.0
1,5,17.0,4,0,0,0,0,0,172,195000.0
1,4,6.0,2,9,0,0,0,0,174,125000.0
1,5,15.0,0,9,0,0,0,0,172,185000.0
1,5,17.0,2,4,0,0,0,0,172,195000.0
1,1,3.0,3,8,0,0,0,0,176,80000.0
1,5,14.0,2,9,0,0,0,0,67,170000.0
1,4,10.0,0,1,0,0,0,0,67,155000.0
1,1,7.0,3,1,0,0,0,0,176,120000.0
0,4,3.0,4,1,0,0,0,0,173,90000.0
0,5,14.0,3,1,0,0,0,0,172,180000.0
1,1,7.0,3,8,0,0,0,0,175,130000.0
1,5,12.0,2,6,0,0,0,0,67,170000.0
1,1,2.0,3,8,0,0,0,0,173,70000.0
1,5,18.0,2,9,0,0,0,0,172,210000.0
0,4,1.0,1,1,0,0,0,0,176,55000.0
1,5,16.0,3,8,0,0,0,0,174,190000.0
0,5,11.0,1,3,0,0,0,0,172,165000.0
1,4,5.0,2,6,0,0,0,0,175,105000.0
0,4,11.0,3,8,0,0,0,0,67,160000.0
1,1,6.0,1,3,0,0,0,0,176,110000.0
1,5,17.0,2,6,0,0,0,0,172,195000.0
1,1,3.0,2,4,0,0,0,0,173,85000.0
1,5,14.0,3,9,0,0,0,0,174,180000.0
0,1,1.0,0,9,0,0,0,0,176,55000.0
1,5,13.0,3,8,0,0,0,0,174,185000.0
1,1,8.0,1,3,0,0,0,0,173,140000.0
0,4,3.0,3,7,0,0,0,0,173,90000.0
0,5,12.0,4,9,0,0,0,0,67,160000.0
1,1,8.0,2,9,0,0,0,0,175,145000.0
1,5,13.0,0,9,0,0,0,0,174,185000.0
1,4,5.0,3,9,0,0,0,0,175,105000.0
1,1,6.0,0,1,0,0,0,0,176,110000.0
1,5,18.0,3,1,0,0,0,0,172,210000.0
0,4,1.0,3,7,0,0,0,0,176,55000.0
1,5,16.0,4,0,0,0,0,0,174,190000.0
0,5,11.0,3,1,0,0,0,0,172,165000.0
1,4,5.0,4,9,0,0,0,0,175,105000.0
0,4,11.0,2,6,0,0,0,0,67,160000.0
1,1,6.0,4,5,0,0,0,0,176,110000.0
1,5,17.0,0,2,0,0,0,0,172,195000.0
1,1,3.0,3,7,0,0,0,0,173,85000.0
1,5,14.0,0,1,0,0,0,0,174,180000.0
0,1,1.0,3,1,0,0,0,0,176,55000.0
1,5,13.0,4,0,0,0,0,0,174,185000.0
1,1,8.0,0,1,0,0,0,0,173,140000.0
0,4,3.0,1,3,0,0,0,0,173,90000.0
0,5,12.0,4,5,0,0,0,0,67,160000.0
1,1,8.0,3,7,0,0,0,0,175,145000.0
1,5,13.0,3,9,0,0,0,0,174,185000.0
1,4,5.0,0,1,0,0,0,0,175,105000.0
1,1,6.0,4,0,0,0,0,0,176,110000.0
1,5,18.0,2,4,0,0,0,0,172,210000.0
0,4,1.0,0,2,0,0,0,0,176,55000.0
1,5,16.0,4,5,0,0,0,0,174,190000.0
0,5,11.0,1,3,0,0,0,0,172,165000.0
1,4,5.0,4,0,0,0,0,0,175,105000.0
0,4,11.0,1,9,0,0,0,0,67,160000.0
1,1,6.0,0,2,0,0,0,0,176,110000.0
1,5,17.0,0,9,0,0,0,0,172,195000.0
1,1,3.0,1,3,0,0,0,0,173,85000.0
1,5,14.0,0,9,0,0,0,0,174,180000.0
0,1,1.0,4,9,0,0,0,0,176,55000.0
1,5,13.0,2,9,0,0,0,0,174,185000.0
1,1,8.0,0,2,0,0,0,0,173,140000.0
0,4,3.0,1,3,0,0,0,0,173,90000.0
0,5,12.0,0,1,0,0,0,0,67,160000.0
1,1,8.0,1,1,0,0,0,0,175,145000.0
1,5,13.0,0,2,0,0,0,0,174,185000.0
1,4,5.0,3,1,0,0,0,0,175,105000.0
1,1,6.0,0,2,0,0,0,0,176,110000.0
1,5,18.0,3,1,0,0,0,0,172,210000.0
0,4,1.0,4,1,0,0,0,0,176,55000.0
1,5,16.0,0,1,0,0,0,0,174,190000.0
0,5,11.0,2,9,0,0,0,0,172,165000.0
1,4,5.0,2,6,0,0,0,0,175,105000.0
0,4,11.0,0,1,0,0,0,0,67,160000.0
1,1,6.0,4,9,0,0,0,0,176,110000.0
1,5,17.0,0,2,0,0,0,0,172,195000.0
1,1,3.0,1,3,0,0,0,0,173,85000.0
1,5,14.0,3,8,0,0,0,0,174,180000.0
0,1,1.0,3,9,0,0,0,0,176,55000.0
1,5,13.0,0,1,0,0,0,0,174,185000.0
1,1,8.0,2,4,0,0,0,0,173,140000.0
0,4,3.0,0,9,0,0,0,0,173,90000.0
0,5,12.0,0,9,0,0,0,0,67,160000.0
1,1,8.0,2,9,0,0,0,0,175,145000.0
1,5,13.0,0,1,0,0,0,0,174,185000.0
1,4,5.0,3,9,0,0,0,0,175,105000.0
1,1,6.0,4,1,0,0,0,0,176,110000.0
1,5,18.0,4,5,0,0,0,0,172,210000.0
0,4,1.0,3,7,0,0,0,0,176,55000.0
1,5,16.0,4,0,0,0,0,0,174,190000.0
0,5,11.0,2,4,0,0,0,0,172,165000.0
1,4,5.0,3,7,0,0,0,0,175,105000.0
0,4,11.0,0,1,0,0,0,0,67,160000.0
1,1,6.0,4,1,0,0,0,0,176,110000.0
1,5,17.0,2,9,0,0,0,0,172,195000.0
1,1,3.0,0,1,0,0,0,0,173,85000.0
1,5,14.0,1,3,0,0,0,0,174,180000.0
0,1,1.0,1,1,0,0,0,0,176,55000.0
1,5,13.0,0,1,0,0,0,0,174,185000.0
1,1,8.0,0,2,0,0,0,0,173,140000.0
0,4,3.0,0,1,0,0,0,0,173,90000.0
0,5,12.0,2,6,0,0,0,0,67,160000.0
1,1,8.0,3,7,0,0,0,0,175,145000.0
1,5,13.0,1,3,0,0,0,0,174,185000.0
1,4,5.0,2,6,0,0,0,0,175,105000.0
1,1,6.0,1,1,0,0,0,0,176,110000.0
1,5,18.0,4,9,0,0,0,0,172,210000.0
0,4,1.0,0,2,0,0,0,0,176,55000.0
1,5,16.0,4,0,0,0,0,0,174,190000.0
0,5,11.0,1,1,0,0,0,0,172,165000.0
1,4,5.0,0,1,0,0,0,0,175,105000.0
0,4,11.0,1,9,0,0,0,0,67,160000.0
1,1,6.0,1,3,0,0,0,0,176,110000.0
1,5,17.0,4,9,0,0,0,0,172,195000.0
1,1,3.0,4,0,0,0,0,0,173,85000.0
1,5,14.0,4,0,0,0,0,0,174,180000.0
0,1,1.0,0,9,0,0,0,0,176,55000.0
1,5,13.0,0,9,0,0,0,0,174,185000.0
1,1,8.0,4,0,0,0,0,0,173,140000.0
0,4,3.0,4,5,0,0,0,0,173,90000.0
0,5,12.0,2,4,0,0,0,0,67,160000.0
1,1,8.0,2,4,0,0,0,0,175,145000.0
1,5,13.0,4,1,0,0,0,0,174,185000.0
1,4,5.0,0,9,0,0,0,0,175,105000.0
1,1,6.0,0,1,0,0,0,0,176,110000.0
1,5,18.0,2,6,0,0,0,0,172,210000.0
1,1,6.0,0,2,0,0,0,0,176,115000.0
0,4,13.0,0,1,0,0,0,0,172,170000.0
0,1,3.0,1,1,0,0,0,0,173,80000.0
1,5,19.0,3,7,0,0,0,0,174,200000.0
0,4,7.0,0,9,0,0,0,0,175,130000.0
1,1,11.0,1,1,0,0,0,0,172,155000.0
1,1,5.0,2,9,0,0,0,0,176,105000.0
0,5,14.0,0,2,0,0,0,0,174,190000.0
1,4,8.0,4,0,0,0,0,0,173,140000.0
1,5,16.0,0,1,0,0,0,0,172,185000.0
0,1,8.0,0,9,0,0,0,0,175,145000.0
0,4,4.0,2,4,0,0,0,0,176,90000.0
1,5,18.0,0,2,0,0,0,0,174,195000.0
1,1,4.0,4,1,0,0,0,0,173,95000.0
1,4,13.0,2,9,0,0,0,0,172,170000.0
0,1,6.0,3,8,0,0,0,0,175,115000.0
1,5,16.0,3,7,0,0,0,0,174,185000.0
0,1,2.0,4,0,0,0,0,0,176,65000.0
0,4,12.0,4,0,0,0,0,0,172,160000.0
1,1,5.0,3,7,0,0,0,0,173,100000.0
1,5,15.0,1,9,0,0,0,0,174,180000.0
0,1,1.0,1,3,0,0,0,0,176,55000.0
1,5,14.0,3,7,0,0,0,0,172,190000.0
1,1,6.0,0,1,0,0,0,0,175,115000.0
0,5,17.0,0,2,0,0,0,0,174,195000.0
1,4,9.0,1,9,0,0,0,0,173,150000.0
0,1,6.0,2,4,0,0,0,0,175,115000.0
1,5,16.0,1,9,0,0,0,0,172,185000.0
0,1,2.0,1,9,0,0,0,0,176,65000.0
0,4,12.0,3,7,0,0,0,0,172,160000.0
1,1,5.0,4,0,0,0,0,0,173,100000.0
1,5,15.0,4,5,0,0,0,0,174,180000.0
0,1,1.0,0,1,0,0,0,0,176,55000.0
1,5,14.0,2,6,0,0,0,0,172,190000.0
1,1,6.0,2,4,0,0,0,0,175,115000.0
0,5,17.0,4,9,0,0,0,0,174,195000.0
1,4,9.0,3,9,0,0,0,0,173,150000.0
0,1,6.0,4,5,0,0,0,0,175,115000.0
1,5,16.0,3,9,0,0,0,0,172,185000.0
0,1,2.0,3,8,0,0,0,0,176,65000.0
0,4,12.0,3,8,0,0,0,0,172,160000.0
1,1,5.0,4,0,0,0,0,0,173,100000.0
1,5,15.0,4,5,0,0,0,0,174,180000.0
0,1,1.0,3,1,0,0,0,0,176,55000.0
1,5,14.0,0,1,0,0,0,0,172,190000.0
1,1,6.0,2,4,0,0,0,0,175,115000.0
0,5,17.0,1,3,0,0,0,0,174,195000.0
1,4,9.0,2,6,0,0,0,0,173,150000.0
0,1,6.0,4,9,0,0,0,0,175,115000.0
1,5,16.0,4,1,0,0,0,0,172,185000.0
0,1,2.0,1,3,0,0,0,0,176,65000.0
0,4,12.0,3,8,0,0,0,0,172,160000.0
1,1,5.0,0,2,0,0,0,0,173,100000.0
1,5,15.0,1,1,0,0,0,0,174,180000.0
0,1,1.0,3,7,0,0,0,0,176,55000.0
1,5,14.0,2,4,0,0,0,0,172,190000.0
1,1,6.0,2,6,0,0,0,0,175,115000.0
0,5,17.0,3,8,0,0,0,0,174,195000.0
1,4,9.0,0,2,0,0,0,0,173,150000.0
0,1,6.0,2,6,0,0,0,0,175,115000.0
1,5,16.0,4,0,0,0,0,0,172,185000.0
0,1,2.0,2,9,0,0,0,0,176,65000.0
0,4,12.0,2,6,0,0,0,0,172,160000.0
1,1,5.0,1,1,0,0,0,0,173,100000.0
1,5,15.0,2,6,0,0,0,0,174,180000.0
0,1,1.0,4,1,0,0,0,0,176,55000.0
1,5,14.0,0,2,0,0,0,0,172,190000.0
1,1,6.0,1,1,0,0,0,0,175,115000.0
0,5,17.0,1,3,0,0,0,0,174,195000.0
1,4,9.0,1,1,0,0,0,0,173,150000.0
0,1,6.0,0,2,0,0,0,0,175,115000.0
1,5,16.0,2,4,0,0,0,0,172,185000.0
0,1,2.0,0,1,0,0,0,0,176,65000.0
0,4,12.0,1,1,0,0,0,0,172,160000.0
1,1,5.0,3,1,0,0,0,0,173,100000.0
1,5,15.0,4,0,0,0,0,0,174,180000.0
0,1,1.0,0,9,0,0,0,0,176,55000.0
1,5,14.0,0,2,0,0,0,0,172,190000.0
1,1,6.0,1,1,0,0,0,0,175,115000.0
0,5,17.0,1,9,0,0,0,0,174,195000.0
1,4,9.0,3,8,0,0,0,0,173,150000.0
0,1,6.0,4,1,0,0,0,0,175,115000.0
1,5,16.0,3,9,0,0,0,0,172,185000.0
0,1,2.0,0,2,0,0,0,0,176,65000.0
0,4,12.0,0,9,0,0,0,0,172,160000.0
1,1,5.0,4,1,0,0,0,0,173,100000.0
1,5,15.0,3,9,0,0,0,0,174,180000.0
0,1,1.0,4,0,0,0,0,0,176,55000.0
1,5,14.0,3,7,0,0,0,0,172,190000.0
1,1,6.0,3,8,0,0,0,0,175,115000.0
0,5,17.0,4,0,0,0,0,0,174,195000.0
1,4,9.0,0,1,0,0,0,0,173,150000.0
0,1,6.0,3,1,0,0,0,0,175,115000.0
1,5,16.0,0,1,0,0,0,0,172,185000.0
0,1,2.0,1,1,0,0,0,0,176,65000.0
0,4,12.0,0,9,0,0,0,0,172,160000.0
1,1,5.0,0,1,0,0,0,0,173,100000.0
1,5,15.0,0,2,0,0,0,0,174,180000.0
0,1,1.0,2,6,0,0,0,0,176,55000.0
1,5,14.0,3,1,0,0,0,0,172,190000.0
1,1,6.0,3,9,0,0,0,0,175,115000.0
0,5,17.0,1,9,0,0,0,0,174,195000.0
1,4,9.0,3,9,0,0,0,0,173,150000.0
0,1,6.0,3,8,0,0,0,0,175,115000.0
1,5,16.0,3,9,0,0,0,0,172,185000.0
0,1,2.0,4,0,0,0,0,0,176,65000.0
0,4,12.0,3,7,0,0,0,0,172,160000.0
1,1,5.0,1,9,0,0,0,0,173,100000.0
1,5,15.0,4,0,0,0,0,0,174,180000.0
0,1,1.0,0,2,0,0,0,0,176,55000.0
1,5,14.0,4,9,0,0,0,0,172,190000.0
1,1,6.0,1,9,0,0,0,0,175,115000.0
0,5,17.0,2,4,0,0,0,0,174,195000.0
1,4,9.0,2,9,0,0,0,0,173,150000.0
0,1,6.0,1,1,0,0,0,0,175,115000.0
1,5,16.0,0,2,0,0,0,0,172,185000.0
0,1,2.0,0,2,0,0,0,0,176,65000.0
0,4,12.0,3,8,0,0,0,0,172,160000.0
1,1,5.0,1,3,0,0,0,0,173,100000.0
1,5,15.0,2,4,0,0,0,0,174,180000.0
1,1,4.0,0,9,0,0,0,0,176,90000.0
0,4,12.0,4,5,0,0,0,0,172,160000.0
0,1,3.0,3,9,0,0,0,0,173,80000.0
1,5,18.0,3,9,0,0,0,0,174,195000.0
0,4,6.0,1,9,0,0,0,0,175,115000.0
1,1,10.0,3,1,0,0,0,0,172,150000.0
1,1,2.0,3,1,0,0,0,0,176,65000.0
0,5,14.0,0,2,0,0,0,0,174,190000.0
1,4,8.0,3,9,0,0,0,0,173,140000.0
1,5,16.0,1,1,0,0,0,0,172,185000.0
0,1,7.0,2,6,0,0,0,0,175,130000.0
0,4,5.0,3,8,0,0,0,0,176,105000.0
1,5,19.0,2,4,0,0,0,0,174,200000.0
1,1,5.0,4,9,0,0,0,0,173,100000.0
1,4,13.0,1,9,0,0,0,0,172,170000.0
0,1,6.0,1,9,0,0,0,0,175,115000.0
1,5,16.0,3,8,0,0,0,0,174,185000.0
0,1,4.0,0,1,0,0,0,0,176,90000.0
0,4,12.0,2,4,0,0,0,0,172,160000.0
1,1,3.0,0,9,0,0,0,0,173,80000.0
1,5,17.0,4,1,0,0,0,0,174,195000.0
0,4,6.0,2,4,0,0,0,0,175,115000.0
1,1,8.0,4,5,0,0,0,0,172,135000.0
1,1,2.0,0,2,0,0,0,0,176,65000.0
0,5,14.0,1,9,0,0,0,0,174,190000.0
1,4,8.0,0,2,0,0,0,0,173,140000.0
1,5,16.0,3,9,0,0,0,0,172,185000.0
0,1,7.0,4,5,0,0,0,0,175,130000.0
0,4,5.0,3,9,0,0,0,0,176,105000.0
1,5,19.0,2,6,0,0,0,0,174,200000.0
1,1,5.0,3,1,0,0,0,0,173,100000.0
1,4,13.0,4,9,0,0,0,0,172,170000.0
0,1,6.0,0,1,0,0,0,0,175,115000.0
1,5,16.0,0,2,0,0,0,0,174,185000.0
0,1,4.0,4,9,0,0,0,0,176,90000.0
0,4,12.0,1,3,0,0,0,0,172,160000.0
1,1,3.0,1,3,0,0,0,0,173,80000.0
1,5,17.0,4,1,0,0,0,0,174,195000.0
0,4,6.0,1,3,0,0,0,0,175,115000.0
1,1,8.0,4,1,0,0,0,0,172,135000.0
1,1,2.0,4,9,0,0,0,0,176,65000.0
0,5,14.0,0,1,0,0,0,0,174,190000.0
1,4,8.0,1,9,0,0,0,0,173,140000.0
1,5,16.0,1,9,0,0,0,0,172,185000.0
0,1,7.0,1,1,0,0,0,0,175,130000.0
0,4,5.0,3,1,0,0,0,0,176,105000.0
1,5,19.0,1,1,0,0,0,0,174,200000.0
1,1,5.0,2,9,0,0,0,0,173,100000.0
1,4,13.0,4,0,0,0,0,0,172,170000.0
0,1,6.0,1,3,0,0,0,0,175,115000.0
1,5,16.0,3,7,0,0,0,0,174,185000.0
0,1,4.0,1,3,0,0,0,0,176,90000.0
0,4,12.0,4,1,0,0,0,0,172,160000.0
1,1,3.0,4,0,0,0,0,0,173,80000.0
1,5,17.0,0,9,0,0,0,0,174,195000.0
0,4,6.0,4,0,0,0,0,0,175,115000.0
1,1,8.0,1,3,0,0,0,0,172,135000.0
1,1,2.0,4,9,0,0,0,0,176,65000.0
0,5,14.0,2,6,0,0,0,0,174,190000.0
1,4,8.0,4,5,0,0,0,0,173,140000.0
1,5,16.0,1,3,0,0,0,0,172,185000.0
0,1,7.0,1,1,0,0,0,0,175,130000.0
0,4,5.0,1,9,0,0,0,0,176,105000.0
1,5,19.0,1,9,0,0,0,0,174,200000.0
1,1,5.0,4,5,0,0,0,0,173,100000.0
1,4,13.0,4,1,0,0,0,0,172,170000.0
0,1,6.0,2,4,0,0,0,0,175,115000.0
1,5,16.0,2,6,0,0,0,0,174,185000.0
0,1,4.0,3,9,0,0,0,0,176,90000.0
0,4,12.0,2,4,0,0,0,0,172,160000.0
1,1,3.0,3,9,0,0,0,0,173,80000.0
1,5,17.0,3,8,0,0,0,0,174,195000.0
